Date de référence,Canton,Commune,Genre,Statut,Nombre de personnes en emploi
2010.09.30,Luxembourg-Campagne,Strassen,Femmes,Non-salariés,100
2010.09.30,Luxembourg-Campagne,Strassen,Hommes,Salariés,1430
2010.09.30,Luxembourg-Campagne,Strassen,Hommes,Non-salariés,170
2010.09.30,Luxembourg-Campagne,Walferdange,Femmes,Salariés,1190
2010.09.30,Luxembourg-Campagne,Walferdange,Femmes,Non-salariés,120
2010.09.30,Luxembourg-Campagne,Walferdange,Hommes,Salariés,1430
2010.09.30,Luxembourg-Campagne,Walferdange,Hommes,Non-salariés,160
2010.09.30,Luxembourg-Campagne,Weiler-la-Tour,Femmes,Salariés,340
2010.09.30,Luxembourg-Campagne,Weiler-la-Tour,Femmes,Non-salariés,30
2010.09.30,Luxembourg-Campagne,Weiler-la-Tour,Hommes,Salariés,390
2010.09.30,Luxembourg-Campagne,Weiler-la-Tour,Hommes,Non-salariés,60
2010.09.30,Luxembourg-Ville,Luxembourg,Femmes,Salariés,14040
2010.09.30,Luxembourg-Ville,Luxembourg,Femmes,Non-salariés,1300
2010.09.30,Luxembourg-Ville,Luxembourg,Hommes,Salariés,18180
2010.09.30,Luxembourg-Ville,Luxembourg,Hommes,Non-salariés,2240
2010.09.30,Mersch,Bissen,Femmes,Salariés,480
2010.09.30,Mersch,Bissen,Femmes,Non-salariés,30
2010.09.30,Mersch,Bissen,Hommes,Salariés,650
2010.09.30,Mersch,Bissen,Hommes,Non-salariés,50
2010.09.30,Mersch,Colmar-Berg,Femmes,Salariés,390
2010.09.30,Mersch,Colmar-Berg,Femmes,Non-salariés,10
2010.09.30,Mersch,Colmar-Berg,Hommes,Salariés,450
2010.09.30,Mersch,Colmar-Berg,Hommes,Non-salariés,30
2010.09.30,Mersch,Fischbach,Femmes,Salariés,160
2010.09.30,Mersch,Fischbach,Femmes,Non-salariés,20
2010.09.30,Mersch,Fischbach,Hommes,Salariés,220
2010.09.30,Mersch,Fischbach,Hommes,Non-salariés,30
2010.09.30,Mersch,Heffingen,Femmes,Salariés,180
2010.09.30,Mersch,Heffingen,Femmes,Non-salariés,20
2010.09.30,Mersch,Heffingen,Hommes,Salariés,220
2010.09.30,Mersch,Heffingen,Hommes,Non-salariés,40
2010.09.30,Mersch,Helperknapp,Femmes,Salariés,540
2010.09.30,Mersch,Helperknapp,Femmes,Non-salariés,60
2010.09.30,Mersch,Helperknapp,Hommes,Salariés,740
2010.09.30,Mersch,Helperknapp,Hommes,Non-salariés,90
2010.09.30,Mersch,Larochette,Femmes,Salariés,390
2010.09.30,Mersch,Larochette,Femmes,Non-salariés,20
2010.09.30,Mersch,Larochette,Hommes,Salariés,470
2010.09.30,Mersch,Larochette,Hommes,Non-salariés,40
2010.09.30,Mersch,Lintgen,Femmes,Salariés,490
2010.09.30,Mersch,Lintgen,Femmes,Non-salariés,30
2010.09.30,Mersch,Lintgen,Hommes,Salariés,640
2010.09.30,Mersch,Lintgen,Hommes,Non-salariés,40
2010.09.30,Mersch,Lorentzweiler,Femmes,Salariés,560
2010.09.30,Mersch,Lorentzweiler,Femmes,Non-salariés,30
2010.09.30,Mersch,Lorentzweiler,Hommes,Salariés,700
2010.09.30,Mersch,Lorentzweiler,Hommes,Non-salariés,70
2010.09.30,Mersch,Mersch,Femmes,Salariés,1440
2010.09.30,Mersch,Mersch,Femmes,Non-salariés,80
2010.09.30,Mersch,Mersch,Hommes,Salariés,1770
2010.09.30,Mersch,Mersch,Hommes,Non-salariés,160
2010.09.30,Mersch,Nommern,Femmes,Salariés,200
2010.09.30,Mersch,Nommern,Femmes,Non-salariés,30
2010.09.30,Mersch,Nommern,Hommes,Salariés,260
2010.09.30,Mersch,Nommern,Hommes,Non-salariés,60
2010.09.30,Non déterminé,Non déterminé,Femmes,Salariés,40
2010.09.30,Non déterminé,Non déterminé,Femmes,Non-salariés,0
2010.09.30,Non déterminé,Non déterminé,Hommes,Salariés,70
2010.09.30,Non déterminé,Non déterminé,Hommes,Non-salariés,10
2010.09.30,Redange,Beckerich,Femmes,Salariés,370
2010.09.30,Redange,Beckerich,Femmes,Non-salariés,30
2010.09.30,Redange,Beckerich,Hommes,Salariés,490
2010.09.30,Redange,Beckerich,Hommes,Non-salariés,60
2010.09.30,Redange,Ell,Femmes,Salariés,170
2010.09.30,Redange,Ell,Femmes,Non-salariés,30
2010.09.30,Redange,Ell,Hommes,Salariés,240
2010.09.30,Redange,Ell,Hommes,Non-salariés,40
2010.09.30,Redange,Groussbus-Wal,Femmes,Salariés,280
2010.09.30,Redange,Groussbus-Wal,Femmes,Non-salariés,50
2010.09.30,Redange,Groussbus-Wal,Hommes,Salariés,380
2010.09.30,Redange,Groussbus-Wal,Hommes,Non-salariés,60
2010.09.30,Redange,Préizerdaul,Femmes,Salariés,240
2010.09.30,Redange,Préizerdaul,Femmes,Non-salariés,30
2010.09.30,Redange,Préizerdaul,Hommes,Salariés,330
2010.09.30,Redange,Préizerdaul,Hommes,Non-salariés,30
2010.09.30,Redange,Rambrouch,Femmes,Salariés,550
2010.09.30,Redange,Rambrouch,Femmes,Non-salariés,90
2010.09.30,Redange,Rambrouch,Hommes,Salariés,770
2010.09.30,Redange,Rambrouch,Hommes,Non-salariés,150
2010.09.30,Redange,Redange/Attert,Femmes,Salariés,400
2010.09.30,Redange,Redange/Attert,Femmes,Non-salariés,60
2010.09.30,Redange,Redange/Attert,Hommes,Salariés,520
2010.09.30,Redange,Redange/Attert,Hommes,Non-salariés,90
2010.09.30,Redange,Saeul,Femmes,Salariés,110
2010.09.30,Redange,Saeul,Femmes,Non-salariés,10
2010.09.30,Redange,Saeul,Hommes,Salariés,150
2010.09.30,Redange,Saeul,Hommes,Non-salariés,30
2010.09.30,Redange,Useldange,Femmes,Salariés,300
2010.09.30,Redange,Useldange,Femmes,Non-salariés,20
2010.09.30,Redange,Useldange,Hommes,Salariés,340
2010.09.30,Redange,Useldange,Hommes,Non-salariés,40
2010.09.30,Redange,Vichten,Femmes,Salariés,190
2010.09.30,Redange,Vichten,Femmes,Non-salariés,20
2010.09.30,Redange,Vichten,Hommes,Salariés,240
2010.09.30,Redange,Vichten,Hommes,Non-salariés,30
2010.09.30,Remich,Bous-Waldbredimus,Femmes,Salariés,400
2010.09.30,Remich,Bous-Waldbredimus,Femmes,Non-salariés,40
2010.09.30,Remich,Bous-Waldbredimus,Hommes,Salariés,550
2010.09.30,Remich,Bous-Waldbredimus,Hommes,Non-salariés,80
2010.09.30,Remich,Dalheim,Femmes,Salariés,340
2010.09.30,Remich,Dalheim,Femmes,Non-salariés,30
2010.09.30,Remich,Dalheim,Hommes,Salariés,410
2010.09.30,Remich,Dalheim,Hommes,Non-salariés,50
2010.09.30,Remich,Lenningen,Femmes,Salariés,300
2010.09.30,Remich,Lenningen,Femmes,Non-salariés,20
2010.09.30,Remich,Lenningen,Hommes,Salariés,360
2010.09.30,Remich,Lenningen,Hommes,Non-salariés,40
2010.09.30,Remich,Mondorf-les-Bains,Femmes,Salariés,700
2010.09.30,Remich,Mondorf-les-Bains,Femmes,Non-salariés,60
2010.09.30,Remich,Mondorf-les-Bains,Hommes,Salariés,910
2010.09.30,Remich,Mondorf-les-Bains,Hommes,Non-salariés,140
2010.09.30,Remich,Remich,Femmes,Salariés,510
2010.09.30,Remich,Remich,Femmes,Non-salariés,60
2010.09.30,Remich,Remich,Hommes,Salariés,650
2010.09.30,Remich,Remich,Hommes,Non-salariés,100
2010.09.30,Remich,Schengen,Femmes,Salariés,720
2010.09.30,Remich,Schengen,Femmes,Non-salariés,120
2010.09.30,Remich,Schengen,Hommes,Salariés,880
2010.09.30,Remich,Schengen,Hommes,Non-salariés,190
2010.09.30,Remich,Stadtbredimus,Femmes,Salariés,280
2010.09.30,Remich,Stadtbredimus,Femmes,Non-salariés,30
2010.09.30,Remich,Stadtbredimus,Hommes,Salariés,370
2010.09.30,Remich,Stadtbredimus,Hommes,Non-salariés,50
2010.09.30,Vianden,Putscheid,Femmes,Salariés,160
2010.09.30,Vianden,Putscheid,Femmes,Non-salariés,10
2010.09.30,Vianden,Putscheid,Hommes,Salariés,230
2010.09.30,Vianden,Putscheid,Hommes,Non-salariés,30
2010.09.30,Vianden,Tandel,Femmes,Salariés,340
2010.09.30,Vianden,Tandel,Femmes,Non-salariés,50
2010.09.30,Vianden,Tandel,Hommes,Salariés,370
2010.09.30,Vianden,Tandel,Hommes,Non-salariés,50
2010.09.30,Vianden,Vianden,Femmes,Salariés,300
2010.09.30,Vianden,Vianden,Femmes,Non-salariés,30
2010.09.30,Vianden,Vianden,Hommes,Salariés,380
2010.09.30,Vianden,Vianden,Hommes,Non-salariés,50
2010.09.30,Wiltz,Boulaide,Femmes,Salariés,130
2010.09.30,Wiltz,Boulaide,Femmes,Non-salariés,20
2010.09.30,Wiltz,Boulaide,Hommes,Salariés,200
2010.09.30,Wiltz,Boulaide,Hommes,Non-salariés,30
2010.09.30,Wiltz,Esch-sur-Sûre,Femmes,Salariés,380
2010.09.30,Wiltz,Esch-sur-Sûre,Femmes,Non-salariés,50
2010.09.30,Wiltz,Esch-sur-Sûre,Hommes,Salariés,460
2010.09.30,Wiltz,Esch-sur-Sûre,Hommes,Non-salariés,80
2010.09.30,Wiltz,Goesdorf,Femmes,Salariés,220
2010.09.30,Wiltz,Goesdorf,Femmes,Non-salariés,30
2010.09.30,Wiltz,Goesdorf,Hommes,Salariés,290
2010.09.30,Wiltz,Goesdorf,Hommes,Non-salariés,40
2010.09.30,Wiltz,Kiischpelt,Femmes,Salariés,150
2010.09.30,Wiltz,Kiischpelt,Femmes,Non-salariés,20
2010.09.30,Wiltz,Kiischpelt,Hommes,Salariés,210
2010.09.30,Wiltz,Kiischpelt,Hommes,Non-salariés,30
2010.09.30,Wiltz,Lac de la Haute-Sûre,Femmes,Salariés,220
2010.09.30,Wiltz,Lac de la Haute-Sûre,Femmes,Non-salariés,40
2010.09.30,Wiltz,Lac de la Haute-Sûre,Hommes,Salariés,330
2010.09.30,Wiltz,Lac de la Haute-Sûre,Hommes,Non-salariés,60
2010.09.30,Wiltz,Wiltz,Femmes,Salariés,830
2010.09.30,Wiltz,Wiltz,Femmes,Non-salariés,60
2010.09.30,Wiltz,Wiltz,Hommes,Salariés,1150
2010.09.30,Wiltz,Wiltz,Hommes,Non-salariés,130
2010.09.30,Wiltz,Winseler,Femmes,Salariés,160
2010.09.30,Wiltz,Winseler,Femmes,Non-salariés,30
2010.09.30,Wiltz,Winseler,Hommes,Salariés,240
2010.09.30,Wiltz,Winseler,Hommes,Non-salariés,50
2011.03.31,Capellen,Dippach,Femmes,Salariés,620
2011.03.31,Capellen,Dippach,Femmes,Non-salariés,50
2011.03.31,Capellen,Dippach,Hommes,Salariés,830
2011.03.31,Capellen,Dippach,Hommes,Non-salariés,90
2011.03.31,Capellen,Garnich,Femmes,Salariés,330
2011.03.31,Capellen,Garnich,Femmes,Non-salariés,30
2011.03.31,Capellen,Garnich,Hommes,Salariés,400
2011.03.31,Capellen,Garnich,Hommes,Non-salariés,60
2011.03.31,Capellen,Habscht,Femmes,Salariés,640
2011.03.31,Capellen,Habscht,Femmes,Non-salariés,50
2011.03.31,Capellen,Habscht,Hommes,Salariés,890
2011.03.31,Capellen,Habscht,Hommes,Non-salariés,80
2011.03.31,Capellen,Käerjeng,Femmes,Salariés,1610
2011.03.31,Capellen,Käerjeng,Femmes,Non-salariés,120
2011.03.31,Capellen,Käerjeng,Hommes,Salariés,2070
2011.03.31,Capellen,Käerjeng,Hommes,Non-salariés,180
2011.03.31,Capellen,Kehlen,Femmes,Salariés,820
2011.03.31,Capellen,Kehlen,Femmes,Non-salariés,110
2011.03.31,Capellen,Kehlen,Hommes,Salariés,990
2011.03.31,Capellen,Kehlen,Hommes,Non-salariés,170
2011.03.31,Capellen,Koerich,Femmes,Salariés,380
2011.03.31,Capellen,Koerich,Femmes,Non-salariés,50
2011.03.31,Capellen,Koerich,Hommes,Salariés,480
2011.03.31,Capellen,Koerich,Hommes,Non-salariés,60
2011.03.31,Capellen,Kopstal,Femmes,Salariés,460
2011.03.31,Capellen,Kopstal,Femmes,Non-salariés,60
2011.03.31,Capellen,Kopstal,Hommes,Salariés,500
2011.03.31,Capellen,Kopstal,Hommes,Non-salariés,120
2011.03.31,Capellen,Mamer,Femmes,Salariés,1170
2011.03.31,Capellen,Mamer,Femmes,Non-salariés,100
2011.03.31,Capellen,Mamer,Hommes,Salariés,1360
2011.03.31,Capellen,Mamer,Hommes,Non-salariés,200
2011.03.31,Capellen,Steinfort,Femmes,Salariés,790
2011.03.31,Capellen,Steinfort,Femmes,Non-salariés,60
2011.03.31,Capellen,Steinfort,Hommes,Salariés,940
2011.03.31,Capellen,Steinfort,Hommes,Non-salariés,110
2011.03.31,Clervaux,Clervaux,Femmes,Salariés,740
2011.03.31,Clervaux,Clervaux,Femmes,Non-salariés,90
2011.03.31,Clervaux,Clervaux,Hommes,Salariés,980
2011.03.31,Clervaux,Clervaux,Hommes,Non-salariés,150
2011.03.31,Clervaux,Parc Hosingen,Femmes,Salariés,530
2011.03.31,Clervaux,Parc Hosingen,Femmes,Non-salariés,60
2011.03.31,Clervaux,Parc Hosingen,Hommes,Salariés,640
2011.03.31,Clervaux,Parc Hosingen,Hommes,Non-salariés,100
2011.03.31,Clervaux,Troisvierges,Femmes,Salariés,450
2011.03.31,Clervaux,Troisvierges,Femmes,Non-salariés,60
2011.03.31,Clervaux,Troisvierges,Hommes,Salariés,630
2011.03.31,Clervaux,Troisvierges,Hommes,Non-salariés,100
2011.03.31,Clervaux,Weiswampach,Femmes,Salariés,240
2011.03.31,Clervaux,Weiswampach,Femmes,Non-salariés,40
2011.03.31,Clervaux,Weiswampach,Hommes,Salariés,310
2011.03.31,Clervaux,Weiswampach,Hommes,Non-salariés,70
2011.03.31,Clervaux,Wincrange,Femmes,Salariés,570
2011.03.31,Clervaux,Wincrange,Femmes,Non-salariés,140
2011.03.31,Clervaux,Wincrange,Hommes,Salariés,730
2011.03.31,Clervaux,Wincrange,Hommes,Non-salariés,230
2011.03.31,Diekirch,Bettendorf,Femmes,Salariés,430
2011.03.31,Diekirch,Bettendorf,Femmes,Non-salariés,40
2011.03.31,Diekirch,Bettendorf,Hommes,Salariés,570
2011.03.31,Diekirch,Bettendorf,Hommes,Non-salariés,50
2011.03.31,Diekirch,Bourscheid,Femmes,Salariés,230
2011.03.31,Diekirch,Bourscheid,Femmes,Non-salariés,30
2011.03.31,Diekirch,Bourscheid,Hommes,Salariés,300
2011.03.31,Diekirch,Bourscheid,Hommes,Non-salariés,50
2011.03.31,Diekirch,Diekirch,Femmes,Salariés,1030
2011.03.31,Diekirch,Diekirch,Femmes,Non-salariés,100
2011.03.31,Diekirch,Diekirch,Hommes,Salariés,1320
2011.03.31,Diekirch,Diekirch,Hommes,Non-salariés,110
2011.03.31,Diekirch,Erpeldange-sur-Sûre,Femmes,Salariés,390
2011.03.31,Diekirch,Erpeldange-sur-Sûre,Femmes,Non-salariés,30
2011.03.31,Diekirch,Erpeldange-sur-Sûre,Hommes,Salariés,490
2011.03.31,Diekirch,Erpeldange-sur-Sûre,Hommes,Non-salariés,50
2011.03.31,Diekirch,Ettelbruck,Femmes,Salariés,1410
2011.03.31,Diekirch,Ettelbruck,Femmes,Non-salariés,90
2011.03.31,Diekirch,Ettelbruck,Hommes,Salariés,1640
2011.03.31,Diekirch,Ettelbruck,Hommes,Non-salariés,150
2011.03.31,Diekirch,Feulen,Femmes,Salariés,310
2011.03.31,Diekirch,Feulen,Femmes,Non-salariés,20
2011.03.31,Diekirch,Feulen,Hommes,Salariés,370
2011.03.31,Diekirch,Feulen,Hommes,Non-salariés,40
2011.03.31,Diekirch,Mertzig,Femmes,Salariés,310
2011.03.31,Diekirch,Mertzig,Femmes,Non-salariés,20
2011.03.31,Diekirch,Mertzig,Hommes,Salariés,390
2011.03.31,Diekirch,Mertzig,Hommes,Non-salariés,40
2011.03.31,Diekirch,Reisdorf,Femmes,Salariés,160
2011.03.31,Diekirch,Reisdorf,Femmes,Non-salariés,20
2011.03.31,Diekirch,Reisdorf,Hommes,Salariés,250
2011.03.31,Diekirch,Reisdorf,Hommes,Non-salariés,30
2011.03.31,Diekirch,Schieren,Femmes,Salariés,300
2011.03.31,Diekirch,Schieren,Femmes,Non-salariés,10
2011.03.31,Diekirch,Schieren,Hommes,Salariés,340
2011.03.31,Diekirch,Schieren,Hommes,Non-salariés,30
2011.03.31,Diekirch,Vallée de l'Ernz,Femmes,Salariés,410
2011.03.31,Diekirch,Vallée de l'Ernz,Femmes,Non-salariés,50
2011.03.31,Diekirch,Vallée de l'Ernz,Hommes,Salariés,540
2011.03.31,Diekirch,Vallée de l'Ernz,Hommes,Non-salariés,80
2011.03.31,Echternach,Beaufort,Femmes,Salariés,370
2011.03.31,Echternach,Beaufort,Femmes,Non-salariés,50
2011.03.31,Echternach,Beaufort,Hommes,Salariés,510
2011.03.31,Echternach,Beaufort,Hommes,Non-salariés,40
2011.03.31,Echternach,Bech,Femmes,Salariés,170
2011.03.31,Echternach,Bech,Femmes,Non-salariés,20
2011.03.31,Echternach,Bech,Hommes,Salariés,220
2011.03.31,Echternach,Bech,Hommes,Non-salariés,40
2011.03.31,Echternach,Berdorf,Femmes,Salariés,230
2011.03.31,Echternach,Berdorf,Femmes,Non-salariés,30
2011.03.31,Echternach,Berdorf,Hommes,Salariés,310
2011.03.31,Echternach,Berdorf,Hommes,Non-salariés,40
2011.03.31,Echternach,Consdorf,Femmes,Salariés,300
2011.03.31,Echternach,Consdorf,Femmes,Non-salariés,30
2011.03.31,Echternach,Consdorf,Hommes,Salariés,380
2011.03.31,Echternach,Consdorf,Hommes,Non-salariés,60
2011.03.31,Echternach,Echternach,Femmes,Salariés,900
2011.03.31,Echternach,Echternach,Femmes,Non-salariés,70
2011.03.31,Echternach,Echternach,Hommes,Salariés,1080
2011.03.31,Echternach,Echternach,Hommes,Non-salariés,130
2011.03.31,Echternach,Rosport-Mompach,Femmes,Salariés,490
2011.03.31,Echternach,Rosport-Mompach,Femmes,Non-salariés,80
2011.03.31,Echternach,Rosport-Mompach,Hommes,Salariés,640
2011.03.31,Echternach,Rosport-Mompach,Hommes,Non-salariés,110
2011.03.31,Echternach,Waldbillig,Femmes,Salariés,230
2011.03.31,Echternach,Waldbillig,Femmes,Non-salariés,30
2011.03.31,Echternach,Waldbillig,Hommes,Salariés,310
2011.03.31,Echternach,Waldbillig,Hommes,Non-salariés,40
2011.03.31,Esch-Sur-Alzette,Bettembourg,Femmes,Salariés,1700
2011.03.31,Esch-Sur-Alzette,Bettembourg,Femmes,Non-salariés,100
2011.03.31,Esch-Sur-Alzette,Bettembourg,Hommes,Salariés,2050
2011.03.31,Esch-Sur-Alzette,Bettembourg,Hommes,Non-salariés,150
2011.03.31,Esch-Sur-Alzette,Differdange,Femmes,Salariés,3580
2011.03.31,Esch-Sur-Alzette,Differdange,Femmes,Non-salariés,170
2011.03.31,Esch-Sur-Alzette,Differdange,Hommes,Salariés,4890
2011.03.31,Esch-Sur-Alzette,Differdange,Hommes,Non-salariés,180
2011.03.31,Esch-Sur-Alzette,Dudelange,Femmes,Salariés,3270
2011.03.31,Esch-Sur-Alzette,Dudelange,Femmes,Non-salariés,190
2011.03.31,Esch-Sur-Alzette,Dudelange,Hommes,Salariés,4000
2011.03.31,Esch-Sur-Alzette,Dudelange,Hommes,Non-salariés,290
2011.03.31,Esch-Sur-Alzette,Esch-sur-Alzette,Femmes,Salariés,4980
2011.03.31,Esch-Sur-Alzette,Esch-sur-Alzette,Femmes,Non-salariés,250
2011.03.31,Esch-Sur-Alzette,Esch-sur-Alzette,Hommes,Salariés,6610
2011.03.31,Esch-Sur-Alzette,Esch-sur-Alzette,Hommes,Non-salariés,400
2011.03.31,Esch-Sur-Alzette,Frisange,Femmes,Salariés,740
2011.03.31,Esch-Sur-Alzette,Frisange,Femmes,Non-salariés,50
2011.03.31,Esch-Sur-Alzette,Frisange,Hommes,Salariés,840
2011.03.31,Esch-Sur-Alzette,Frisange,Hommes,Non-salariés,100
2011.03.31,Esch-Sur-Alzette,Kayl,Femmes,Salariés,1390
2011.03.31,Esch-Sur-Alzette,Kayl,Femmes,Non-salariés,70
2011.03.31,Esch-Sur-Alzette,Kayl,Hommes,Salariés,1810
2011.03.31,Esch-Sur-Alzette,Kayl,Hommes,Non-salariés,120
2011.03.31,Esch-Sur-Alzette,Leudelange,Femmes,Salariés,390
2011.03.31,Esch-Sur-Alzette,Leudelange,Femmes,Non-salariés,40
2011.03.31,Esch-Sur-Alzette,Leudelange,Hommes,Salariés,470
2011.03.31,Esch-Sur-Alzette,Leudelange,Hommes,Non-salariés,80
2011.03.31,Esch-Sur-Alzette,Mondercange,Femmes,Salariés,1030
2011.03.31,Esch-Sur-Alzette,Mondercange,Femmes,Non-salariés,90
2011.03.31,Esch-Sur-Alzette,Mondercange,Hommes,Salariés,1270
2011.03.31,Esch-Sur-Alzette,Mondercange,Hommes,Non-salariés,150
2011.03.31,Esch-Sur-Alzette,Pétange,Femmes,Salariés,2570
2011.03.31,Esch-Sur-Alzette,Pétange,Femmes,Non-salariés,140
2011.03.31,Esch-Sur-Alzette,Pétange,Hommes,Salariés,3500
2011.03.31,Esch-Sur-Alzette,Pétange,Hommes,Non-salariés,180
2011.03.31,Esch-Sur-Alzette,Reckange-sur-Mess,Femmes,Salariés,370
2011.03.31,Esch-Sur-Alzette,Reckange-sur-Mess,Femmes,Non-salariés,40
2011.03.31,Esch-Sur-Alzette,Reckange-sur-Mess,Hommes,Salariés,420
2011.03.31,Esch-Sur-Alzette,Reckange-sur-Mess,Hommes,Non-salariés,70
2011.03.31,Esch-Sur-Alzette,Roeser,Femmes,Salariés,1040
2011.03.31,Esch-Sur-Alzette,Roeser,Femmes,Non-salariés,80
2011.03.31,Esch-Sur-Alzette,Roeser,Hommes,Salariés,1220
2011.03.31,Esch-Sur-Alzette,Roeser,Hommes,Non-salariés,140
2011.03.31,Esch-Sur-Alzette,Rumelange,Femmes,Salariés,830
2011.03.31,Esch-Sur-Alzette,Rumelange,Femmes,Non-salariés,40
2011.03.31,Esch-Sur-Alzette,Rumelange,Hommes,Salariés,1050
2011.03.31,Esch-Sur-Alzette,Rumelange,Hommes,Non-salariés,50
2011.03.31,Esch-Sur-Alzette,Sanem,Femmes,Salariés,2510
2011.03.31,Esch-Sur-Alzette,Sanem,Femmes,Non-salariés,140
2011.03.31,Esch-Sur-Alzette,Sanem,Hommes,Salariés,3090
2011.03.31,Esch-Sur-Alzette,Sanem,Hommes,Non-salariés,210
2011.03.31,Esch-Sur-Alzette,Schifflange,Femmes,Salariés,1430
2011.03.31,Esch-Sur-Alzette,Schifflange,Femmes,Non-salariés,90
2011.03.31,Esch-Sur-Alzette,Schifflange,Hommes,Salariés,1820
2011.03.31,Esch-Sur-Alzette,Schifflange,Hommes,Non-salariés,110
2011.03.31,Grevenmacher,Betzdorf,Femmes,Salariés,580
2011.03.31,Grevenmacher,Betzdorf,Femmes,Non-salariés,40
2011.03.31,Grevenmacher,Betzdorf,Hommes,Salariés,670
2011.03.31,Grevenmacher,Betzdorf,Hommes,Non-salariés,80
2011.03.31,Grevenmacher,Biwer,Femmes,Salariés,270
2011.03.31,Grevenmacher,Biwer,Femmes,Non-salariés,30
2011.03.31,Grevenmacher,Biwer,Hommes,Salariés,370
2011.03.31,Grevenmacher,Biwer,Hommes,Non-salariés,50
2011.03.31,Grevenmacher,Flaxweiler,Femmes,Salariés,290
2011.03.31,Grevenmacher,Flaxweiler,Femmes,Non-salariés,40
2011.03.31,Grevenmacher,Flaxweiler,Hommes,Salariés,390
2011.03.31,Grevenmacher,Flaxweiler,Hommes,Non-salariés,60
2011.03.31,Grevenmacher,Grevenmacher,Femmes,Salariés,800
2011.03.31,Grevenmacher,Grevenmacher,Femmes,Non-salariés,50
2011.03.31,Grevenmacher,Grevenmacher,Hommes,Salariés,980
2011.03.31,Grevenmacher,Grevenmacher,Hommes,Non-salariés,90
2011.03.31,Grevenmacher,Junglinster,Femmes,Salariés,1070
2011.03.31,Grevenmacher,Junglinster,Femmes,Non-salariés,100
2011.03.31,Grevenmacher,Junglinster,Hommes,Salariés,1310
2011.03.31,Grevenmacher,Junglinster,Hommes,Non-salariés,170
2011.03.31,Grevenmacher,Manternach,Femmes,Salariés,280
2011.03.31,Grevenmacher,Manternach,Femmes,Non-salariés,30
2011.03.31,Grevenmacher,Manternach,Hommes,Salariés,370
2011.03.31,Grevenmacher,Manternach,Hommes,Non-salariés,50
2011.03.31,Grevenmacher,Mertert,Femmes,Salariés,660
2011.03.31,Grevenmacher,Mertert,Femmes,Non-salariés,50
2011.03.31,Grevenmacher,Mertert,Hommes,Salariés,820
2011.03.31,Grevenmacher,Mertert,Hommes,Non-salariés,90
2011.03.31,Grevenmacher,Wormeldange,Femmes,Salariés,410
2011.03.31,Grevenmacher,Wormeldange,Femmes,Non-salariés,60
2011.03.31,Grevenmacher,Wormeldange,Hommes,Salariés,540
2011.03.31,Grevenmacher,Wormeldange,Hommes,Non-salariés,120
2011.03.31,Luxembourg-Campagne,Bertrange,Femmes,Salariés,1010
2011.03.31,Luxembourg-Campagne,Bertrange,Femmes,Non-salariés,100
2011.03.31,Luxembourg-Campagne,Bertrange,Hommes,Salariés,1200
2011.03.31,Luxembourg-Campagne,Bertrange,Hommes,Non-salariés,200
2011.03.31,Luxembourg-Campagne,Contern,Femmes,Salariés,560
2011.03.31,Luxembourg-Campagne,Contern,Femmes,Non-salariés,60
2011.03.31,Luxembourg-Campagne,Contern,Hommes,Salariés,710
2011.03.31,Luxembourg-Campagne,Contern,Hommes,Non-salariés,100
2011.03.31,Luxembourg-Campagne,Hesperange,Femmes,Salariés,2390
2011.03.31,Luxembourg-Campagne,Hesperange,Femmes,Non-salariés,180
2011.03.31,Luxembourg-Campagne,Hesperange,Hommes,Salariés,2800
2011.03.31,Luxembourg-Campagne,Hesperange,Hommes,Non-salariés,320
2011.03.31,Luxembourg-Campagne,Niederanven,Femmes,Salariés,680
2011.03.31,Luxembourg-Campagne,Niederanven,Femmes,Non-salariés,100
2011.03.31,Luxembourg-Campagne,Niederanven,Hommes,Salariés,850
2011.03.31,Luxembourg-Campagne,Niederanven,Hommes,Non-salariés,170
2011.03.31,Luxembourg-Campagne,Sandweiler,Femmes,Salariés,510
2011.03.31,Luxembourg-Campagne,Sandweiler,Femmes,Non-salariés,50
2011.03.31,Luxembourg-Campagne,Sandweiler,Hommes,Salariés,660
2011.03.31,Luxembourg-Campagne,Sandweiler,Hommes,Non-salariés,70
2011.03.31,Luxembourg-Campagne,Schuttrange,Femmes,Salariés,520
2011.03.31,Luxembourg-Campagne,Schuttrange,Femmes,Non-salariés,50
2011.03.31,Luxembourg-Campagne,Schuttrange,Hommes,Salariés,650
2011.03.31,Luxembourg-Campagne,Schuttrange,Hommes,Non-salariés,90
2011.03.31,Luxembourg-Campagne,Steinsel,Femmes,Salariés,760
2011.03.31,Luxembourg-Campagne,Steinsel,Femmes,Non-salariés,70
2011.03.31,Luxembourg-Campagne,Steinsel,Hommes,Salariés,860
2011.03.31,Luxembourg-Campagne,Steinsel,Hommes,Non-salariés,140
2011.03.31,Luxembourg-Campagne,Strassen,Femmes,Salariés,1210
2011.03.31,Luxembourg-Campagne,Strassen,Femmes,Non-salariés,110
2011.03.31,Luxembourg-Campagne,Strassen,Hommes,Salariés,1440
2011.03.31,Luxembourg-Campagne,Strassen,Hommes,Non-salariés,180
2011.03.31,Luxembourg-Campagne,Walferdange,Femmes,Salariés,1240
2011.03.31,Luxembourg-Campagne,Walferdange,Femmes,Non-salariés,110
2011.03.31,Luxembourg-Campagne,Walferdange,Hommes,Salariés,1430
